Researcher,Date completed,Ungulate Family,Ungulate Latin Name,Ungulate Common Name,Season in which plant recorded,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Genus,Plant Reported Species,Plant Reported Name,% Contribution to Diet,preference ranking,Data type,Units/metric diet is reported,Binned units (leave blank for now),Author definition of units,Total number of plant species eaten,Total Number of plant species available,Complete list of plants eaten or partial?,Reported Method,Binned method,Author definition of methods,Within study groupings (#),Type of grouping,Name of grouping,Author explaination of grouping,Sample size per grouping,Sample size units,Total sample size,Total sample size units,Author explaination of sample size,Latitude 1,Longitude 1,Latitude 2,Longitude 2,lat/long reported or inferred,Reported Study Site Location,Country,Continent,Author reported habitat/biome,Biome,Precipication/ rainfall,Were other ungulate species studied in this paper?,"If yes, list the common names here",Confidence level in data reported/collected,Reason for confidence level?,Citation (abrv),URL,Notes,Double checked by 2nd person?,Were changes made?,Notes/feedback on what was changed and why,2nd person initials,Date,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,Stipa,NA,Stipa spp.,9.8,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,NA,NA,Unknown Grasses,1.8,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,Carex,NA,Carex spp.,6.11,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,NA,NA,Flower,0,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,NA,NA,Seed/Nut,0.02,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,NA,NA,Thorn,0.23,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,NA,NA,Lichen,0.04,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
DF,,Bovidae,Ovis ammon,argali,April,dry,2003,2003,NA,NA,NA,Insect,0.05,NA,proportion,percent diet composition,,"Percent diet composition as determined by fecal analysis of argali collected during summer, fall, winter, and spring in Ikh Nart, Mongolia, 2002-2003.",37,NA,partial,fecal analysis,fecal microhistology,I used fecal analysis as a primary method to estimate botanical composition of their diets.,4,temporal,Spring,Samples were analyzed by each season.,25,fecal samples,100,fecal samples,"I collected 25 fecal samples from argali during each of 4 different seasons: summer (June 2002), autumn (August 2002), winter (January 2003), and spring (April 2003).",45.72301N,108.64488E,NA,NA,inferred,Ikh Nartiin Chuluu Nature Reserve,Mongolia,Asia,desert,desert,,yes,,high,authors/reported data very clear,Wingard et al. 2005,,,yes,yes,,BW,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,6/19/21,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Pseudoroegnenia,spicata,Pseudoroegnenia spicata,14.9,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",https://www.researchgate.net/profile/James-Peek/publication/228508840_Bighorn_sheep_diet_selection_and_forage_quality_in_Central_Idaho/links/0c96052995ab5dcb5e000000/Bighorn-sheep-diet-selection-and-forage-quality-in-Central-Idaho.pdf,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Bromus,tectorum,Bromus tectorum,5.5,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Bromus,NA,Bromus sp.,1.2,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Fetsuca,idahoensis,Fetsuca idahoensis,6.6,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Koleria,cristata,Koleria cristata,1.1,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Poa,NA,Poa sp.,8.8,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Sitanion,hystrix,Sitanion hystrix,0,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Hesperochloa,comata,Hesperochloa comata,7.3,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Achillea,millefolium,Achillea millefolium,3.1,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Arabis/Thelypodium,NA,Arabis/Thelypodium,1.7,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Astraguls,NA,Astraguls sp,1.9,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Balsamorhiza,sagittata,Balsamorhiza sagittata,0.5,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Cirisium,NA,Cirisium sp.,2.3,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Desucurainia,pinnata,Descurainia pinnata,0.1,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Epiolibum,NA,Epiolibum sp.,0.8,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Equisetum,NA,Equisetum sp.,1.2,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Erigeron,NA,Erigeron sp.,0.4,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Eriogonum,NA,Eriogonum sp.,0.7,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Lesquerella,NA,Lesquerella sp.,0.4,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Lupinus,NA,Lupinus sp.,0.7,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Penstemon,NA,Penstemon sp.,1.3,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Phacelia,NA,Phacelia sp.,2.7,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
